Title,Description,assistant,senior,associate,director,entry,executive,supervisor,sr,lead,trainee,leader,experienced,intern,president,owner,junior,principal,vice,jr,chief,student,vp,exec,supv,dir,executives,avp,associat,associa,supervisors,sup,supervising,seniors,principals,superviosr,execuitve
um coordinator ii temporary,um coordinator ii temporary support service coordination activities and functions for the nicu population in accordance with molina policies procedures and processes interacts with molina nurses medical director and providers to ensure the delivery of high quality cost effective healthcare for molina members essential functions duties and responsibilities responsible for accurate processing of admission and discharge notifications verifies eligibility and benefits inputs data into system from hospital face sheets contacts um dept of hospital requesting initial reviews to be provided to nurses contacts hospitals for admission clinical details for ob cases and monitors for discharge date refers case to nurse for review if admission exceeds length of stay criteria requests medical records from facilities under the direction of a nurse reviewer processes and documents in the system the type of member provider notification letters sorts and distributes faxed in authorization requests to appropriate review staff faxes urgent review determinations back to facilities generates administrative denial notification to facilities as requested by the review staff prints sorts and distributes daily inpatient census reports generates and distributes additional um reports denial acd productivity etc as assigned completes adhocs for non contracted providers and sends to contracting dept responsible for utilization management telephone coverage in compliance with molina ™s response time policy communicates with customers always in a professional courteous manner notifies member services when a member may require possible disenrollment i e resides out of area incarcerated other duties as assigned knowledge skills and abilities medical terminology strong organizational skills ability to interface with providers pc based proficiency with pc based computer systems windows applications word processing demonstrated background icd 9 and cpt coding excellent verbal and written communication skills ability to abide by molina ™s policies maintain regular attendance based on agreed upon schedule maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers qualifications required education high school diploma preferred education aa degree preferred experience minimum 1 year um cm department experience minimum 1 year icd 9 and cpt coding experience molina healthcare is an equal opportunity employer eoe m f v d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
database administrator ii,position summary provides database administration support to assigned projects lead database related technical tasks provide technical guidance to project team members and other database administrators essential functions duties and responsibilities solve complex database issues in innovative ways tune and troubleshoot databases and database applications perform standard database administration tasks such as dbms installations and upgrades moving system databases migrating databases changing server configuration parameters and dropping adding users and logins develop and manage custom database objects deploy data updates and database schema changes to development test and production environments develop test and implement sql scripts as needed identify develop and document database processes and procedures automate database processes where appropriate participate in the dba on call rotation lead complex database related technical tasks involving more than one dba identify potential issues resolve issues and drive tasks to successful completion on or ahead of schedule ensure that assigned tasks are completed on or ahead of schedule prioritize assigned tasks appropriately other duties as assigned knowledge skills and abilities strong sql server 2005 2008 administration and tuning skills ability to lead complex database related technical tasks identify and resolve potential issues and drive tasks to successful completion on or ahead of schedule ability to prioritize tasks appropriately and work effectively with others knowledge of healthpas architecture and processing and of how individual dba tasks relate to larger project objectives ability to be self motivated and take initiative to identify communicate and resolve potential issues excellent problem solving and verbal and written communication skills ability to abide by molina ™s policies ability to maintain attendance to support required quality and quantity of work maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers qualifications required education bachelor ™s degree or equivalent experience required experience 4 years hands on relational database experience 2 years as a sql server database administrator in a production environment familiarity and comfort with ordinary maintenance tasks such as moving tempdb migrating databases changing server configuration parameters dropping adding users and logins solid understanding of relational theory and how it applies to production environments to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
provider contract specialist,position summary negotiate agreements with specialists ancillary providers primary care providers and groups that result in high quality cost effective and marketable providers duties and responsibilities initiate negotiate generate and track provider letters of agreement contracts and amendments from initial draft to full execution support network development throughout state to including researching recruiting and negotiating with providers participate in the evaluation of provider network and implementation of strategic plans to meet molina ™s network adequacy standards outlined in the qi work plan communicate contract terms payment structures and reimbursement rates to physician hospital and ancillary providers clearly and professionally assist in analysis and coordination of amendments reimbursement and language changes request information of billing codes services provided and other information needed to complete the contract profile coordinate preparation and routing distribution of documents to complete the contracting process in a timely and thorough manner travel regularly throughout designated regions to meet targeted needs knowledge skills and abilities excellent organizational skills ability to interact well with all internal and external customers required ability to work and make decisions independently excellent verbal and written communication skills proficiency in mircosoft office products experience with healthcare management and claims payment software ability to abide by molina ™s policies maintain regular attendance based on agreed upon schedule maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers other duties as assigned qualifications required education high school diploma bachelors degree or equivalent work experience in health care field including but not limited to provider ™s office managed care or other health care field preferred education college degree required experience 5 years provider contract negotiation experience in the health care field including but not limited to provider ™s office managed care organization or other health care field knowledge in excel word outlook and powerpoint programs to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
care transition coach,job summary member of the washington medicaid integration partnership wmip staff responsible for the assessment planning implementation coordination monitoring and evaluation of services for the aged blind and disabled abd population primary responsibility for onsite hospital discharge transition from inpatient level of care to home or lower level of care essential functions duties and responsibilities identify assess and manage complex abd members per established criteria coordinate transition of care between inpatient and other settings with the primary care provider um staff public agencies social workers hospital nursing facility discharge planner and other providers as required coordinate necessary services with participating ancillary service providers and public agencies as appropriate to ensure quality cost effective care for the member and reduced readmissions conduct two hospital visits at assigned facilities one prior to discharge and one at discharge to discuss the molina transitional care program identify mhw staff and roles as they differ from the facility staff all mhw staff must wear mhw identification for all facility and or home visits introduce personal health record phr review discharge checklist prepare for discharge and home visit encourage the member to take charge of their own care evaluate medications via the medical record or advise the member to request that facility staff review the medication list clarify new medications or medications with different dosages and determine if existing medications will be discontinued discharge teaching for medications and procedures such as wound care if applicable remain the responsibility of the facility staff discuss the importance of understanding prescribed medications and having a system in place to ensure adherence to the regimen discuss the medication record facilitate appointment with either the primary care physician or treating specialist within 5 days of discharge discuss molina resources transportation nurse advice line nal care coordination case management behavioral health discuss emergency plan and potential drug reactions if facility is able to provide discharge medications upon discharge the program would be discussed with the member discuss the care transitions measure 3 ctm 3 and prepare the member for mhw care transitions follow up home visits and phone calls make a home visit within 48 hours of discharge develop plans of care consistent with the sound medical behavioral health chemical dependency and financial management includes assessment of health needs individualized care plans and or service plans implementation monitoring and evaluation of case outcomes arrange for health care services within the scope of available benefits document medical management within the electronic medical record system documentation includes assessments service plans and or care plans and updates contacts and planned tasks review and update care plans for continuity of care and facilitates plan modifications including barriers to goals and interventions for members being coached through the transition of care from the inpatient and or skilled nursing facility maintain active caseload consistent with molina healthcare standards maintain a cost analysis of services contribute to monthly departmental cost savings report and decreased readmission rates for the populations served maintain department quality standards including inter rater reliability irr testing and quality review audit scores expectation is obtainment of score ‰¥90 for irr and average of ‰¥90 for all quarterly review scores after 90 days of employment attend meetings related to care coordination issues and utilization management department issues provide coverage for other staff as needed perform mentorship assisting leadership in coordination of work quality review etc involved in program development and process improvement activities for the department and is an active participant in the wmip program comply with workplace safety standards knowledge skills and abilities exceptional telephone manners and patience in handling a variety of callers excellent verbal and written communication skills and interpersonal skills must have a courteous manner and positive attitude when interacting with employees and customers demonstrated adaptability and flexibility to changes and response to new ideas and approaches demonstrate professionalism at all times ability to work in a fast paced environment and multi task phone skills and computer data entry ability to independently use resources to solve problems excellent verbal and written communication skills ability to abide by molina ™s policies ability to maintain attendance to support required quality and quantity of work maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers non essential functions knowledge of a variety of clinical areas of medical treatment experience with aged blind and disabled abd population preferred knowledge of a variety of government funded services for the abd population knowledge of hospital patient care facilities current practices procedures acceptable medical treatment and diagnoses knowledge of home and community based services ability to promote self management ability to work within several systems of care comfortable making home visits skill to learn company policies and procedures as they relate to hospital authorization denials physician review appeals etc skill to successfully apply established guidelines and regulations to specific and individual situations skill in both oral and written communications to ensure the accurate transfer of information and to build rapport that will ensure the trust confidence and cooperation of others in a work situation skill in establishing and maintaining a variety of records necessary to provide complete information and documentation for relevant and appropriate medical determination skill to establish and maintain effective work relationships with those contacted in the performance of required duties proficiency with pc based computer systems ability to learn new information systems and software other duties as assigned qualifications required education registered nursing license preferred education bachelor ™s degree in nursing case management certificate required experience minimum 2 years medical case management experience minimum 1 year public health experience knowledge or experience using the care transitions intervention or similar model knowledge of applicable state federal and third party regulations and standards medicare medicaid copes mpc ssi background in discharge planning and home health preferred licensure certification certified case manager ccm certification bsn to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claims resolution rep,position summary responsible for timely review research and resolution of pended medicaid claims while achieving all production and quality goals essential functions duties and responsibilities process claim forms adjudicate for allocation of deductibles co pays co insurance maximums and provider reimbursements follow adjudication policies and procedures to ensure proper payment of claims resolve pended claims based on medicaid rules and regulation established for final processing meet established production requirements consistently support all departmental initiatives in improving overall efficiency knowledge skills and abilities basic knowledge of microsoft office outlook general knowledge of pc good verbal and written communication skills ability to abide by molina ™s policies ability to maintain attendance to support required quality and quantity of work maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers assists in special projects other duties as assigned qualifications required education high school diploma or equivalent ged required experience 1 2 years general office experience in a claims environment to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pharmacy technician i,pharmacy technician i position summary responsible for administering the prior authorization program by reviewing requests obtaining additional information from providers in order to approve or deny requests according to department approved guidelines and standards participates in department programs such as fraud and abuse and ncqa activities participates in special assignments as required such as epocrates and rx messaging pend activities provides support for providers physicians and pharmacists to clarify drug coverage processes supports healthcare services strategic priorities essential functions duties and responsibilities work under the direction of the pharmacy and medical director give prior authorization for drug requests with supervision adhere to the company ™s department ™s confidentiality and hipaa compliance programs adhere to the company ™s department ™s fraud and abuse prevention detection policies and programs participate in the development administration of programs designed to enhance the utilization of targeted drugs and the identification of cost saving pharmacy practices enter on line approvals or denials of requests per departmental approved guidelines standards establish improved customer service between plan providers and member services administer initial receipt and review of non formulary or prior authorization required drugs against plan approved criteria perform miscellaneous mac pricing member drug bills specialty services as required solve rx claims with pharmacy providers provider representatives perform other duties as assigned comply with required workplace safety standards other duties as assigned state plan department specific duties and responsibilities principle accountabilities responsible for initial receipt and review of retail level prior authorization requests request additional information from providers including confidential medical history and prior drug therapy in order to properly evaluate the request accurately enter on line approvals or denials of requests identify and report departmental operational issues and resource needs to appropriate management interpret and articulate pharmacy management program policies and procedures to pharmacy providers other providers other molina staff external agencies and others as required establish and maintain key contacts both internally and externally to assure appropriate coordination and provision of pharmacy services to molina member services department accept questions from member services and work in conjunction with employees from this department to resolve all pharmacy related member complaints and concerns including those related to the pharmacy authorization process assist pharmacies and health plan physicians in resolving member specific pharmacy services access issues removing barriers to access to pharmaceutical services knowledge of prescription drug products dosage forms and usage medical pharmacy terminology background drug nomenclature basic pharmacology dosage calculations units of measure prescription filling techniques prescription documentation requirements pharmacy laws and regulations basic managed care pharmacy principles and insurance coverage issues resolve conflict and diffuse difficult situations in a professional and calm manner develop and maintain effective working relationships with all levels of staff other programs agencies and the general public maintain accurate records identify pharmacy related resources and recommend new procedures processes or activities that help assure the efficient provision of pharmacy services to members effectively utilize computer and appropriate software manage multiple concurrent duties and assignments effectively and efficiently detail oriented with excellent organizational skills ability to think analytically and problem solve communicate well both verbally and in writing resolve conflict and diffuse difficult situations in a professional and calm manner knowledge skills and abilities required excellent interpersonal communication skills exceptional organizational skills excellent oral and written communication skills excellent analytical ability excellent problem solving skills excellent computer skills computer literate microsoft office products ability to abide by molina ™s policies maintain regular attendance based on agreed upon schedule maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers preferred knowledge of applicable state federal and third party regulations experience with ncqa previous call center experience qualifications required education high school diploma or equivalent preferred education associates or bachelor ™s degree required experience 3 years retail pharmacy and or hmo pharmacy technician experience preferred experience previous hmo managed care experience required licensure certification national pharmacy technician certification to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utilization mgm coord,position summary under direct supervision of the supervisor this role is responsible for eligibility and benefit verification delegated um verification and data collection responsible for data entry into qnxt processing of requests and escalation of cases to the appropriate um staff members interacts with the medical director md medical staff and providers to ensure the delivery of high quality cost effective healthcare and services for our members essential functions duties and responsibilities provide computer entries of authorization request provider inquiries by phone mail or fax in qnxt this includes verify member eligibility benefit availability determine provider contracting status and appropriateness determine diagnosis and treatment request assignment of icd 9 and cpt hcpc codes determine cob status verify inpatient hospital census admits discharges perform action required per um database provide call tracks request when authorization is not required meet productivity standards 6 contacts hour average month respond to requests for authorization of services submitted to um via phone fax and mail according to molina operational timeframes contact physician offices according to department guidelines to request information missing from authorization requests or for additional information as requested by the md provide excellent customer service including our internal and external customers to ensure excellent service to our members and physicians in all aspect of their medical care delivery and reimbursement meet department quality standards including inter rater reliability irr testing and quality review audit scores expectation is obtainment of score ‰¥90 for irr and average of ‰¥90 for all quarterly review scores after 90 days of employment notify concurrent review nurses and case managers of hospital admissions and changes in status as appropriate adhere to departmental standards of confidentiality of medical and proprietary information participate in utilization management meetings as an active member of the team meet attendance guidelines per molina healthcare policy follow standards of conduct guidelines as described in molina healthcare hr policy 2 0 perform other duties as assigned knowledge skills and abilities pleasant telephone manner and patience in handling a variety of callers working knowledge of medical terminology and abbreviations icd 9 and cpt coding accurate data entry at 40 wpm minimum 10 key experience helpful ability to work in a fast paced environment ability to independently use resources to solve problems ability to sit for extended periods of time while using a computer terminal ability to multi task phone skills and computer data entry pc experience in windows environment excellent verbal and written communication skills ability to abide by molina ™s policies maintain regular attendance based on agreed upon schedule maintain confidentiality and comply with health insurance portability and accountability act hipaa ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers qualifications required education high school diploma or equivalent preferred education college degree preferred prefer completion of a vocational program in managed care or some other health care aspect providing a certificate at completion required experience minimum 1 3 years of customer service managed healthcare provider and or claims experience medical office experience may substitute for this to all current molina employees if you are interested in applying for this position please fill out an employee transfer request form etr and attach it to your profile when applying online be sure to let us know you are a current employee by selecting molina employee current in the source section of the online application molina healthcare offers competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe m f d v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transition assistance and home modification services tahms spe,transition assistance and home modification services tahms specialist position summary performing activities assisting the care coordinators efforts in transitioning members or prospective members to less restrictive and community based settings duties and responsibilities ¢ invoice or directly purchase supplies for members transitioning out of the nursing home under the direction of the care coordinator ¢ perform home visits to ensure supplies and services have been delivered meet quality standards and member satisfaction under the direction of the care coordinator ¢ enter authorizations into qnxt as required ¢ outreach calls within the first 30 days of waiver members with already established services transitioning into the health plan to ensure services are continuing and refer to service coordination when there is a request for additional services if services are no longer in place or if additional services are indicated ¢ review home modification needs and interface with contractors regarding the bidding process follow up after home modifications are completed notify the care coordinator of issues regarding the home modification process ¢ measure and track activities occurring within the transitional assistance process and report results to the supervisor community based organization provider outreach ¢ establish and maintain relationships with providers in assigned market ¢ follow up and notify providers of problems with supplies and services and communicate back to the care coordinator any issues and resolutions ¢ outreach calls and if necessary visits to the physician to obtain md signature for the mn loc ¢ attend outreach meetings as assigned ¢ measure and track activities and submit monthly report to spm new projects ¢ participate in new initiatives for transitional activities ¢ assess esrd members for medicare enrollment task to star plus waiver coordinators for waiver assessments and upgrades initiate dis enrollment process if member does not meet medicare or waiver qualifications measure and track results state plan department specific duties and responsibilities perform as a backup to the star plus waiver coordinators activities within the special programs department perform other duties as assigned knowledge skills and abilities ¢ excellent oral and written communications skills required ¢ fluency of second language highly desired ¢ ability to utilize sound judgment and independent thinking required ¢ ability to handle multiple tasks required ¢ valid texas driver license and reliable transportation required ¢ local travel required 5 ¢ excellent verbal and written communication skills ¢ ability to abide by molina ™s policies ¢ maintain regular attendance based on agreed upon schedule ¢ maintain confidentiality and comply with health insurance portability and accountability act hipaa ¢ ability to establish and maintain positive and effective work relationships with coworkers clients members providers and customers education high school degree ged undergraduate degree preferred experience 2 years managed care industry preferably in cba or directly with the star plus waiver program molina healthcare is an equal opportunity employer eoe m f v d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prinicipal hardware engineer 15e,as a principal hardware engineer with diebold inc you will be responsible for high level individual contributions and leading a team on unusually large and complex engineering projects in the design and support of atm security products you will have the opportunity to apply intensive and diversified knowledge of engineering principles and practices in broad areas in the development of circuit card assemblies including arm processors and memory devices diebold is a leading global supplier of atms and holds the leading market position in many countries around the world we provide comprehensive technology based solutions spanning hardware software maintenance and security for the largest financial institutions and government markets with a presence in over 90 countries worldwide therefore you will be working with some of the latest emerging technologies and leading talent to take part in the design of the next generation market setting atm ™s some essential functions of this position include develop functional specifications and cost targets for large atm security projects translate functional specifications in to design requirements for new atm security modules design for six sigma methods for critical parameter management advanced solution development with check and scanning devices prepare project plans including schedules budgets and staff assignments evaluate functional specifications and cost targets and develop or approve design concepts to meet them lead the project team and ready to advance as development manager clarify the objectives motivate team members assess team members performance be the champion for the success and take initiative to assure success monitor and report on project status present results and recommendations meet the objectives for assigned projects and assigned products including performance schedule and cost as an individual contributor carry out complex or novel assignments which require the development of new or improved techniques or procedures communicate designs in a form that serves the needs of downstream users and reduces the need for non value added work assure the best practices are being applied to assure the success of all assigned projects assess the feasibility and soundness of design approaches being used by all members of the design team coach mentor and otherwise encourage the professional development of other engineers serve as a staff consultant on matters of significant complexity or requiring broad experience take the initiative to identify and introduce best practices to improve the productivity of the company and to improve the quality of the work output constantly improve development processes by initiating change maintain and increase skills in the face of rapidly evolving technology use approved processes and procedures to assure the consistent quality of the development process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
installation technician st louis mo 8n,as an installation technician for diebold inc you will be responsible for installing diebold equipment such as bank and physical security equipment at commercial customer sites provide customer contact for all installation problems stage and inventory diebold s electronic products in our warehouse conform to all installer operating standards practices and procedures while maintaining and organizing all technical manuals and documentation you must be able to organize and manage truck stock parts and tools some essential functions of this position include ¢ provide on site installation support including on site installation activities labor hours during regular and or after hours as scheduled by the implementation solution manager provide customer contact for all implementation problems ¢ provide off site implementation support as directed including inventory and staging limited warehouse activities relative to installation support and operations ¢ organize and manage truck stock parts and tools ¢ organize and update technical documentation ¢ develop working knowledge of all operating standards practices and procedures ¢ conform to installer key processes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resource advisor 10e seattle wa,as a resource advisor for diebold inc you will be a member of a self directed business team and provide guidance to the workforce regarding territory balancing daily call monitoring and inventory support as well as performing regular analysis you will also recommend solutions for improved performance within the territory in an effort to increase customer satisfaction and achieve financial goals some essential functions of this position include ¢ administer technician availability and scheduling as well as updating the gantt and click calendars ¢ monitor and analyze territory performance such as call trends workload to plan travel time response time etc implement or recommend to the team as appropriate actions to improve territory performance ¢ educate technician teams and individuals on proper call management to ensure responsive and effective handling of service calls including all service codes ¢ ensure responsive and effective handling of all customer service requests through regular communications with the call management coordinator take necessary action to resolve call escalations ¢ monitor current call management processes for compliance and work with business team to resolve any identified issues that negatively impact the process ¢ participate in installation activity resource planning scheduling with the ipmo ¢ process error audit calls 3 5 times per week ¢ ensure cycle count and spot audit processes are followed within the team investigate identify reasons and formulate solutions for any unacceptable variances ¢ analyze weekly expense report mtd parts usage and cost and recommend actions to business team as required to control parts expense ¢ provide pertinent forecast information associated with inventory costs to csm dsm ¢ responsible to ensure compliance of logistics and resource processes within their area of responsibility develop recommendations to improve performance to acceptable levels ¢ take personal responsibility for the success of the business team i e attend and actively participate in team meetings and training sessions etc ¢ responsible for identifying performance issues in partnership with the csm ¢ complete report preparation essential to your area of responsibility ¢ other duties as assigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior software instructor 13e,as a senior software instructor with diebold you will provide instructor led software training in both classroom and on site environments you will train associates to configure test implement administer and troubleshoot all atm software solutions to do this you work directly with software engineering groups as well as software engineers in the field some essential functions of this position include training instruct established courses preparation of the classroom documentation training materials etc responsible for completing student evaluations provide input for course updates provide value added solutions to address the specific needs of our customer display classroom leadership aligned with corporate directives develop maintain and implement new course content responsible for updating existing course content routinely audit classes for accuracy consistency and relevancy stay current with and implement product changes actively participate and facilitate team meetings as the subject matter expert assist the instructional media group in creating interactive training modules responsible for certifying instructors to teach product classes support lead and mentor co workers and students develop internal and external customer relationships to provide high impact performance improvement solutions raise performance and provide customer satisfaction through in field visits provide input on product development actively contribute to a positive team environment review pertinent software application documentation responsible for being the subject matter expert on assigned products provide trade show support as needed provide field and technical support participate in product launch meetings and assist in identifying the proper delivery method develop relationships and support international trainers with course content product knowledge actively involved with major projects national account initiatives administration provide an environment that is conducive to learning manage class by reinforcing training policies responsible stewardship of resources money property and time maintain and update classroom equipment timely completion of administrative tasks and duties expenses grades performance plan professional appearance and conduct,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information security sales engineer 16e,the information security sales engineer isse will be responsible for owning and delivering all aspects of the region ™s it enterprise security services sales efforts to financial institutions across 1 3 of the us the isse will be responsible for both new client acquisition as well as growing services within existing clients the isse must be able to articulate technology and product positioning to both business and technical users as a subject matter expert in enterprise security the isse will need to deliver expert presentations demonstrate all relevant solutions to customers determine the technical scope of projects and deliver the professional services assessment essential functions include ¢ enable and assist sales associates to effectively sell and market information security solutions ¢ engage in security architecture discussion with clients and prospective clients at financial institutions ¢ engage with customer to gain deep understanding of integrated services project drivers requirements and business objectives ¢ create and deliver it security sales presentations and demonstrations to prospects at seminars and trade shows as required to meet revenue objectives ¢ respond to functional and technical elements of rfis rfps ¢ analyze client needs set project scope and create technical proposals accordingly ¢ manage all aspects of the customer solution evaluation ¢ establish accurate and timely pipeline to reliably meet or exceed multi million dollar company sales and revenue objectives ¢ participate and contribute to relevant marketing activities note this position can be based anywhere in continental us 1 each in eastern central and western us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technical performance manager syracuse ny 12e,the technical performance manager provides the technical knowledge and skills to raise the proficiency level of the field service technicians to reduce the operating cost of our products and improve customer satisfaction in a team environment audit train and certify service technicians and analyze product performance throughout the territory in an ongoing effort to improve the quality of diebold service and assist the team in achieving its goals essential functions include manage product first line training for the workforce manage the product repair training certification on each workforce associate once he she has completed a formal training course on site to ensure that the associate has retained and can apply the classroom instructions perform skills assessments and audits to determine whether an associate has sound installation service and repair techniques proper tools and manuals and good customer relations skills manage update training for all workforce associates for skill enhancements or as product modifications are introduced to the field conduct random equipment audits to ensure that the equipment is being properly maintained implement or recommend to the team as appropriate actions to improve equipment performance implement actions or make recommendations to the team to improve the proficiency of the workforce within the team territory provide on the job training and technical support for beta sites accompany technicians on selected field service calls in high priority situations when problems cannot be otherwise resolved and or when the situation has been escalated run analyze reports and take necessary corrective action to manage repeat calls and reduce units down communicate any product design problems experienced in the team territory through identified processes provide input and direction regarding an associate s technical qualifications during the hiring process as well as reviews disciplinary documentation provide territory resource manager input on parts stocking levels for technicians and bins responsible to implement and maintain key processes within their area of responsibility take personal responsibility for the success of the business team i e attend and actively participate in team meetings and training sessions etc review and manage technical performance of the team territory in order to meet or exceed established performance goals update and maintain skills assessment data base provide technical expertise for sales efforts pre and post sales as required,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
associate firstline technician st louis mo 5n,as an associate firstline technician with diebold inc you will provides firstline maintenance for atms maintenance on retail point of sale equipment plus related pc and pc peripherals additionally provide scheduled cleanings and other basic maintenance on conventional products such as locks vaults etc and special project work as needed perform basic installation and minor repairs on all diebold products and services this position may require the use of basic hand tools and limited parts and a basic understanding of pc pc peripherals and network connectivity some essential functions of this position include ¢ basic trouble shooting to include ¢ prioritizing and planning service calls ¢ contacting customer with the estimated time of arrival ¢ escalating problems when appropriate ¢ reassigning calls when appropriate ¢ accurately report service data ¢ interact in a professional manner with customers to foster positive customer relations ¢ follow key alarm combination control processes in assigned area of responsibility ¢ support service technicians in performing preventative maintenance inspections on conventional products ¢ maintain effective communication with business management team and service technician team members ¢ provide first line maintenance on atms and retail products and devices to include ¢ on site diagnosis of problem ¢ other technical fixes such as clearing paper jams card jams bill jams etc ¢ perform some minor maintenance on atms e g replacing light bulbs card reader belts air filters etc ¢ develop working knowledge of all operating standards practices and procedures ¢ complete equipment cleanings as specified by diebold contracts ¢ perform basic installation functions e g pulling cable mounting devices installing mas hamilton locks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
